ID,Gender,AMB,AccountSince,RelationshipSize,AvgMonthlyTxn,DematAccounts,FD_Nos,MF_nos,Equity_mfs,Debt_mfs,Balanced_Funds,ELSS,PMS_accounts,Trading_Accounts,Speciality_funds,Gold_Fund
11457,1,46,14,2,10,1,0,0,0,0,0,0,0,0,0,No
11461,1,41,10,2,2,0,0,0,0,0,0,0,0,0,0,No
11484,1,34,14,1,14,0,0,0,0,1,0,0,0,0,0,No
11491,1,216,18,2,16,1,0,0,0,0,0,1,0,0,0,No
11495,1,240,10,1,10,0,0,0,0,0,0,0,0,0,0,No
11499,1,107,22,1,22,0,0,0,0,0,0,1,0,0,0,No
11520,1,199,50,5,22,0,1,2,0,0,1,1,0,0,0,No
11536,0,395,36,11,10,4,2,1,0,0,0,1,1,0,0,No
11551,1,81,10,2,4,0,0,0,0,0,0,0,0,0,0,Yes
11558,1,281,8,2,2,0,0,0,0,0,0,0,0,0,0,No
11572,1,222,8,1,8,0,0,0,0,0,0,0,0,0,0,No
11584,1,73,14,1,14,0,0,1,0,0,0,0,0,0,0,No
11586,0,206,64,11,14,2,1,3,2,1,1,1,2,0,0,No
11588,1,215,12,1,12,0,0,0,0,0,0,0,0,0,0,No
11592,1,140,14,2,10,0,1,0,0,0,0,0,0,0,0,No
11617,1,99,32,4,14,2,0,1,1,0,0,0,0,0,0,No
11622,1,83,16,1,16,0,0,1,0,0,0,0,0,0,0,No
11635,1,156,32,6,14,2,0,1,1,2,0,0,0,0,0,No
11655,1,77,4,1,4,0,0,0,0,0,0,0,0,0,0,No
11682,1,275,20,3,14,1,0,2,0,0,0,0,1,0,0,No
11685,0,314,62,7,28,0,1,4,0,1,1,0,0,0,0,No
11697,1,289,60,12,12,1,2,3,1,2,1,1,0,0,0,No
11702,1,256,32,9,10,0,1,2,3,0,0,0,0,0,0,No
11712,1,140,6,1,6,0,0,0,0,0,0,0,0,0,0,No
11720,1,267,20,2,16,1,0,0,0,0,1,0,0,0,0,No
11726,0,265,10,2,2,0,0,0,0,0,0,0,0,0,0,No
11727,1,100,20,2,16,1,0,0,1,0,0,0,0,0,0,No
11734,1,326,6,2,4,0,0,0,0,0,0,0,0,0,0,No
11740,1,197,6,1,6,0,0,0,0,0,0,0,0,0,0,No
11741,0,243,78,11,14,3,1,5,0,0,2,0,1,0,1,No
11750,1,343,58,11,10,3,2,2,0,1,0,2,0,0,0,No
11753,1,152,36,6,14,2,0,0,2,0,0,2,0,0,0,No
11797,1,302,8,1,8,0,0,0,0,0,0,0,0,0,0,No
11811,0,281,40,11,16,0,1,2,3,2,2,1,0,0,0,No
11815,1,178,14,2,10,1,0,0,0,0,0,0,0,0,0,No
11826,0,39,4,1,4,0,0,0,0,0,0,0,0,0,0,No
11858,1,335,72,12,10,2,1,1,2,1,2,2,0,0,0,Yes
11877,1,80,34,1,34,0,0,0,0,0,0,1,0,0,0,No
11888,1,65,14,1,14,1,0,0,0,0,0,0,0,0,0,No
11889,1,366,36,9,10,0,1,4,0,1,0,1,0,0,0,No
11896,1,429,74,11,14,2,1,3,2,1,1,1,0,0,0,No
11901,1,161,4,1,4,0,0,0,0,0,0,0,0,0,0,No
11923,1,121,36,6,16,0,2,2,2,0,0,0,1,0,0,No
11937,1,140,6,1,6,0,0,0,0,0,0,0,0,0,0,No
11943,1,274,24,2,16,0,0,1,0,0,1,0,0,0,0,No
11960,1,43,4,2,2,0,0,0,0,0,0,0,0,0,0,Yes
11965,1,62,12,2,8,0,0,0,0,0,0,0,0,0,0,No
11967,0,165,16,2,14,1,0,0,1,0,0,0,0,0,0,No
11994,0,293,14,2,12,1,0,0,0,0,0,0,0,0,0,No
12000,0,270,4,1,4,0,0,0,0,0,0,0,0,0,0,No
12006,1,132,62,5,34,2,0,3,0,0,0,0,0,0,0,No
12008,1,131,38,5,12,1,0,2,0,0,1,0,0,0,0,No
12011,1,274,52,7,20,3,0,1,2,1,0,0,0,0,0,No
12014,0,263,10,1,10,0,0,0,0,0,0,0,0,0,0,No
12018,1,204,60,12,14,4,1,3,1,0,1,2,2,0,0,No
12020,1,218,26,11,2,2,1,1,1,0,0,0,0,0,0,No
12088,1,145,8,2,4,0,0,0,0,0,0,0,0,0,0,No
12092,0,59,22,2,14,1,0,0,1,0,0,0,0,0,0,No
12106,1,199,12,1,12,0,0,0,0,0,0,0,0,0,0,No
12108,1,126,28,5,4,3,0,1,0,0,0,0,0,0,0,No
12142,0,415,70,10,16,3,1,1,1,1,0,3,0,0,0,No
12149,0,267,34,9,10,2,0,2,1,1,0,2,0,0,0,Yes
12161,0,124,2,1,2,0,0,0,0,0,0,0,0,0,0,No
12166,1,254,26,3,12,0,1,1,0,0,0,0,0,0,0,No
12190,0,128,20,2,14,0,0,0,0,1,0,0,0,0,0,No
12202,1,250,68,12,34,1,1,1,1,2,1,5,0,0,0,No
12205,0,215,10,1,10,0,0,0,0,0,0,0,0,0,0,No
12232,1,128,24,6,10,0,0,1,1,1,0,1,0,0,0,No
12262,0,214,8,2,2,0,0,0,0,0,0,0,0,0,0,No
12267,1,304,10,1,10,0,0,0,0,0,0,0,0,0,0,No
12271,0,160,10,3,4,0,0,0,0,0,0,0,0,0,0,No
12298,1,224,36,6,10,2,0,1,1,0,1,0,0,0,0,No
12309,0,444,60,12,2,2,1,3,1,1,2,0,1,0,0,No
12320,1,65,14,1,14,0,0,0,0,0,0,0,0,0,0,No
12338,1,280,22,2,14,1,0,1,0,0,0,0,0,0,0,No
12344,0,296,44,6,10,1,0,2,1,1,0,0,1,0,0,No
12348,0,192,16,2,8,0,0,1,0,0,0,0,0,0,0,Yes
12359,0,279,12,1,12,0,0,0,0,0,0,0,0,0,0,No
12365,1,236,14,1,14,0,1,0,0,0,0,0,0,0,0,No
12366,1,270,36,4,16,2,1,1,0,0,0,0,0,0,0,No
12384,0,252,16,2,14,1,0,1,0,0,0,0,0,0,0,No
12388,0,225,30,1,30,1,0,0,0,0,0,0,0,0,0,No
12394,1,147,14,1,14,0,0,0,0,0,1,0,0,0,0,Yes
12407,0,188,30,2,28,0,1,1,0,0,0,0,0,0,0,No
12424,1,23,10,1,10,0,0,0,0,0,0,0,0,0,0,No
12427,1,43,22,2,16,1,0,0,0,1,0,0,0,0,0,No
12428,0,194,22,6,10,0,0,1,0,2,0,0,1,1,0,Yes
